Name,Instance Count,Size (bytes)
java.io.FileOutputStream,3,96
java.lang.Object[ ][ ],3,112
java.lang.Runtime$Version,3,96
java.lang.ThreadGroup,3,144
java.lang.WeakPairMap,3,72
java.lang.annotation.Annotation[ ],3,48
java.lang.annotation.RetentionPolicy,3,72
java.lang.invoke.BoundMethodHandle$Species_LLLL,3,144
java.lang.invoke.LambdaForm$BasicType[ ],3,120
java.lang.invoke.LambdaForm[ ],3,624
java.lang.invoke.SimpleMethodHandle,3,96
java.lang.reflect.ProxyGenerator$ProxyMethod,3,120
java.net.SocketTimeoutException,3,120
java.nio.ByteBuffer[ ],3,240
java.nio.DirectByteBuffer$Deallocator,3,96
java.nio.DirectByteBufferR,3,192
java.nio.channels.SelectionKey[ ],3,72
java.nio.channels.spi.AbstractSelector$1,3,48
java.nio.charset.CodingErrorAction,3,48
java.security.AllPermission,3,48
java.security.BasicPermissionCollection,3,72
java.security.DrbgParameters$Capability,3,72
java.security.SecureRandom,3,192
java.text.AttributedCharacterIterator$Attribute,3,48
java.time.Instant,3,72
java.util.LinkedHashMap$LinkedValues,3,48
java.util.Optional,3,48
java.util.ResourceBundle$NoFallbackControl,3,48
java.util.Stack,3,96
java.util.concurrent.ConcurrentSkipListMap,3,144
java.util.concurrent.ConcurrentSkipListSet,3,48
java.util.concurrent.LinkedBlockingDeque,3,120
java.util.logging.Level[ ],3,160
java.util.regex.Pattern$Slice,3,72
java.util.stream.Collector$Characteristics,3,72
javax.management.openmbean.OpenMBeanOperationInfoSupport,3,168
javax.servlet.SessionTrackingMode,3,72
jdk.internal.jimage.ImageBufferCache$BufferReference,3,96
jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer,3,72
jdk.internal.module.IllegalAccessLogger$Mode,3,72
jdk.internal.module.ServicesCatalog,3,48
jdk.internal.ref.Cleaner,3,120
org.apache.catalina.Session[ ],3,56
org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight,3,72
org.apache.catalina.core.NamingContextListener,3,144
org.apache.catalina.deploy.NamingResourcesImpl,3,264
org.apache.catalina.mbeans.NamingResourcesMBean,3,144
org.apache.catalina.realm.RealmBase$AllRolesMode,3,48
org.apache.catalina.servlets.DefaultServlet$BomConfig,3,96
org.apache.catalina.valves.AbstractAccessLogValve$DateFormatCache,3,96
org.apache.catalina.valves.AbstractAccessLogValve$DateFormatCache$Cache,3,216
org.apache.coyote.ContinueResponseTiming,3,72
org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus,3,72
org.apache.tomcat.JarScanType,3,72
org.apache.tomcat.util.buf.EncodedSolidusHandling,3,72
org.apache.tomcat.util.buf.UDecoder$DecodeException,3,120
org.apache.tomcat.util.collections.SynchronizedQueue,3,96
org.apache.tomcat.util.http.ConcurrentDateFormat,3,96
org.apache.tomcat.util.http.parser.SkipResult,3,72
org.apache.tomcat.util.log.UserDataHelper$Mode,3,72
org.apache.tomcat.util.net.NioChannel,3,96
org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper,3,456
org.apache.tomcat.util.net.SendfileState,3,72
org.apache.tomcat.util.net.SocketBufferHandler,3,72
org.apache.tomcat.util.net.WriteBuffer,3,72
sun.management.ManagementFactoryHelper$1,3,72
sun.nio.ch.AllocatedNativeObject,3,96
sun.nio.ch.PipeImpl,3,72
sun.nio.ch.PollArrayWrapper,3,96
sun.nio.ch.SelectionKeyImpl[ ],3,144
sun.nio.ch.SinkChannelImpl,3,168
sun.nio.ch.SocketDispatcher,3,48
sun.nio.ch.SourceChannelImpl,3,168
sun.nio.ch.Util$2,3,48
sun.nio.ch.Util$BufferCache,3,72
sun.nio.ch.WindowsSelectorImpl,3,408
sun.nio.ch.WindowsSelectorImpl$FdMap,3,144
sun.nio.ch.WindowsSelectorImpl$FinishLock,3,72
sun.nio.ch.WindowsSelectorImpl$StartLock,3,72
sun.nio.ch.WindowsSelectorImpl$SubSelector,3,120
sun.reflect.generics.reflectiveObjects.TypeVariableImpl,3,96
sun.reflect.generics.repository.ClassRepository,3,96
sun.reflect.generics.tree.ClassSignature,3,72
sun.reflect.generics.tree.ClassTypeSignature[ ],3,56
sun.reflect.generics.tree.FormalTypeParameter,3,72
sun.security.provider.SHA,3,168
sun.security.provider.SecureRandom,3,96
com.jprofiler.agent.callee.context.ServletLoaderContextImpl [2 classes],2,80
com.jprofiler.agent.probe.a.a.f,2,48
com.jprofiler.agent.probe.a.a.j,2,48
com.jprofiler.agent.probe.a.a.k,2,48
com.jprofiler.agent.probe.a.ab,2,64
com.jprofiler.agent.probe.a.d.a$a,2,80
com.jprofiler.agent.probe.a.d.d$b,2,176
com.jprofiler.agent.probe.g.d[ ],2,104
com.jprofiler.agent.probe.h.a,2,96
com.jprofiler.agent.probe.i.j$a,2,48
com.jprofiler.agent.probe.l,2,48
com.jprofiler.agent.probe.structures.g,2,144
com.jprofiler.agent.probe.structures.g$a,2,80
com.jprofiler.agent.probe.structures.g$a[ ],2,48
com.jprofiler.agent.util.a.b.w,2,160
com.jprofiler.agent.util.a.c,2,48
com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry,2,48
com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry[ ],2,40
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping,2,80
com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap,2,96
com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap,2,96
com.sun.jmx.mbeanserver.WeakIdentityHashMap,2,48
com.sun.management.internal.GarbageCollectorExtImpl,2,96
com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack,2,96
com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2,2,80
com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver,2,32
com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver,2,32
com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver,2,32
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket,2,48
com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator,2,32
com.sun.org.apache.xerces.internal.impl.validation.ValidationState,2,80
com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl,2,48
com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl,2,112
com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State[ ],2,96
com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property,2,64
com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State[ ],2,64
com.sun.org.apache.xerces.internal.xni.QName[ ][ ],2,64
com.sun.xml.internal.stream.util.BufferAllocator,2,80
float[ ],2,80
java.io.BufferedOutputStream,2,64
java.io.DataOutputStream,2,80
java.io.File$PathStatus,2,48
java.io.PrintStream,2,80
java.io.PrintWriter,2,80
java.lang.Boolean,2,32
java.lang.ClassValue$Entry,2,64
java.lang.ModuleLayer,2,80
java.lang.Shutdown$Lock,2,32
java.lang.StackTraceElement[ ],2,32
java.lang.StringCoding$StringEncoder,2,64
java.lang.System$Logger$Level[ ],2,96
java.lang.VirtualMachineError,2,80
java.lang.annotation.RetentionPolicy[ ],2,64
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL,2,128
java.lang.invoke.MethodHandles$Lookup$ClassOption,2,48
java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite,2,64
java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite,2,64
java.lang.invoke.VarHandleReferences$Array,2,80
java.lang.management.MemoryType,2,48
java.lang.module.Configuration,2,80
java.lang.ref.ReferenceQueue$Null,2,64
java.lang.reflect.ReflectPermission,2,48
java.lang.reflect.TypeVariable[ ],2,48
java.net.InetSocketAddress[ ],2,48
java.net.StandardProtocolFamily,2,48
java.nio.ByteOrder,2,32
java.nio.DirectIntBufferRU,2,112
java.nio.charset.CoderResult[ ],2,64
java.security.CodeSigner[ ],2,32
java.sql.SQLPermission,2,48
java.text.DateFormat$Field[ ],2,200
java.text.SimpleDateFormat[ ],2,64
java.time.LocalDateTime[ ],2,88
java.time.ZoneOffset[ ],2,80
java.util.Collections$SynchronizedMap,2,64
java.util.Locale$Category,2,80
java.util.PropertyPermission,2,64
java.util.ResourceBundle$SingleFormatControl,2,32
java.util.concurrent.ConcurrentSkipListMap$Node,2,48
java.util.concurrent.ThreadPoolExecutor$Worker,2,96
java.util.jar.JarVerifier,2,176
java.util.logging.Logger$LoggerBundle,2,48
java.util.logging.LoggingPermission,2,48
java.util.regex.Pattern$$Lambda$97.0x00000001001d4410,2,48
java.util.regex.Pattern$BmpCharPredicate$$Lambda$98.0x00000001001d4690,2,48
java.util.regex.Pattern$CharPredicate$$Lambda$48.0x000000010010a700,2,32
java.util.stream.Collector$Characteristics[ ],2,64
java.util.stream.StreamOpFlag$Type[ ],2,80
javax.el.ExpressionFactory$CacheValue,2,48
javax.management.openmbean.TabularType,2,96
javax.servlet.DispatcherType[ ],2,80
javax.servlet.SessionTrackingMode[ ],2,64
jdk.internal.loader.URLClassPath$FileLoader,2,48
jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer,2,80
jdk.internal.misc.Signal,2,48
jdk.internal.misc.Signal$NativeHandler,2,48
org.apache.catalina.authenticator.NonLoginAuthenticator,2,208
org.apache.catalina.core.ApplicationContext,2,128
org.apache.catalina.core.ApplicationContextFacade,2,48
org.apache.catalina.core.ApplicationFilterConfig,2,80
org.apache.catalina.core.ApplicationSessionCookieConfig,2,80
org.apache.catalina.core.DefaultInstanceManager,2,96
org.apache.catalina.core.StandardContext,2,1072
org.apache.catalina.core.StandardContext$ContextFilterMaps,2,48
org.apache.catalina.core.StandardContext$NoPluggabilityServletContext,2,32
org.apache.catalina.core.StandardContextValve,2,96
org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener,2,32
org.apache.catalina.loader.ParallelWebappClassLoader,2,304
org.apache.catalina.loader.WebappLoader,2,128
org.apache.catalina.mapper.Mapper$ContextVersion,2,128
org.apache.catalina.mapper.Mapper$ContextVersion[ ],2,48
org.apache.catalina.mapper.Mapper$MappedContext,2,48
org.apache.catalina.mapper.Mapper$MappedHost[ ],2,40
org.apache.catalina.mbeans.ContextMBean,2,80
org.apache.catalina.realm.MessageDigestCredentialHandler,2,80
org.apache.catalina.realm.X509SubjectDnRetriever,2,32
org.apache.catalina.servlets.DefaultServlet,2,160
org.apache.catalina.servlets.DefaultServlet$CompressionFormat[ ],2,32
org.apache.catalina.session.StandardManager,2,304
org.apache.catalina.startup.ContextConfig,2,96
org.apache.catalina.util.CharsetMapper,2,32
org.apache.catalina.util.ErrorPageSupport,2,48
org.apache.catalina.util.URLEncoder,2,48
org.apache.catalina.webresources.Cache,2,112
org.apache.catalina.webresources.DirResourceSet,2,112
org.apache.catalina.webresources.StandardRoot,2,160
org.apache.coyote.http11.InputFilter[ ],2,64
org.apache.coyote.http11.OutputFilter[ ],2,64
org.apache.jasper.EmbeddedServletOptions,2,192
org.apache.jasper.compiler.JspConfig,2,80
org.apache.jasper.compiler.JspRuntimeContext,2,176
org.apache.jasper.compiler.TagPluginManager,2,48
org.apache.jasper.compiler.TldCache,2,64
org.apache.jasper.servlet.JasperInitializer,2,32
org.apache.jasper.servlet.JspServlet,2,80
org.apache.naming.StringManager,2,48
org.apache.naming.TransactionRef,2,64
org.apache.tomcat.util.buf.C2BConverter,2,64
org.apache.tomcat.util.buf.UEncoder$SafeCharsSet,2,48
org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap,2,64
org.apache.tomcat.util.descriptor.LocalResolver,2,48
org.apache.tomcat.util.descriptor.tld.TldParser,2,48
org.apache.tomcat.util.descriptor.tld.TldRuleSet,2,32
org.apache.tomcat.util.descriptor.tld.TldRuleSet$1,2,48
org.apache.tomcat.util.descriptor.tld.TldRuleSet$ScriptVariableRule,2,48
org.apache.tomcat.util.descriptor.tld.TldRuleSet$TagAttributeRule,2,48
org.apache.tomcat.util.descriptor.web.ApplicationParameter[ ],2,32
org.apache.tomcat.util.descriptor.web.FilterDef,2,96
org.apache.tomcat.util.descriptor.web.FilterMap,2,80
org.apache.tomcat.util.descriptor.web.SecurityConstraint[ ],2,32
org.apache.tomcat.util.descriptor.web.ServletDef,2,144
org.apache.tomcat.util.http.MimeHeaderField[ ],2,128
org.apache.tomcat.util.http.MimeHeaders,2,48
org.apache.tomcat.util.http.Rfc6265CookieProcessor,2,32
org.apache.tomcat.util.http.parser.HttpParser,2,48
org.apache.tomcat.util.log.SystemLogHandler,2,80
org.apache.tomcat.util.net.NioEndpoint$Poller,2,96
org.apache.tomcat.util.net.NioEndpoint$SocketProcessor,2,48
org.apache.tomcat.util.scan.StandardJarScanFilter,2,112
org.apache.tomcat.util.scan.StandardJarScanner,2,64
org.apache.tomcat.websocket.server.WsContextListener,2,32
org.apache.tomcat.websocket.server.WsFilter,2,32
org.apache.tomcat.websocket.server.WsSci,2,32
org.apache.tomcat.websocket.server.WsServerContainer,2,192
org.apache.tomcat.websocket.server.WsSessionListener,2,32
org.apache.tomcat.websocket.server.WsWriteTimeout,2,64
org.apache.tomcat.websocket.server.WsWriteTimeout$EndpointComparator,2,32
sun.management.MemoryManagerImpl,2,80
sun.net.www.protocol.file.Handler,2,32
sun.net.www.protocol.jar.Handler,2,32
sun.net.www.protocol.jrt.Handler,2,32
sun.nio.ch.NioSocketImpl,2,160
sun.nio.cs.ISO_8859_1$Decoder,2,80
sun.reflect.generics.scope.ClassScope,2,48
sun.security.jca.ProviderConfig[ ],2,88
sun.security.jca.ProviderList,2,48
sun.security.jca.ProviderList$3,2,48
sun.security.provider.HashDrbg,2,224
sun.security.provider.SHA2$SHA256,2,128
sun.util.locale.provider.LocaleServiceProviderPool,2,48
sun.util.logging.PlatformLogger$Level[ ],2,104
sun.util.resources.LocaleData,2,32
/index.jsp [org.apache.jsp.index_jsp],1,24
char[ ][ ][ ],1,432
com.jprofiler.agent.c.a$1,1,16
com.jprofiler.agent.j,1,24
com.jprofiler.agent.m$1,1,16
com.jprofiler.agent.m$2,1,16
com.jprofiler.agent.mbean.c$1,1,16
com.jprofiler.agent.mbean.c$b,1,24
com.jprofiler.agent.mbean.g,1,32
com.jprofiler.agent.mbean.g$a[ ],1,32
com.jprofiler.agent.probe.JavaCollector,1,72
com.jprofiler.agent.probe.ProbeHandler$1,1,16
com.jprofiler.agent.probe.ProbeHandler$2,1,16
com.jprofiler.agent.probe.ProbeHandler$a,1,376
com.jprofiler.agent.probe.a.a$1,1,24
com.jprofiler.agent.probe.a.a.a,1,56
com.jprofiler.agent.probe.a.a.c,1,56
com.jprofiler.agent.probe.a.a.f[ ],1,24
com.jprofiler.agent.probe.a.a.g$1,1,16
com.jprofiler.agent.probe.a.a.g$2,1,16
com.jprofiler.agent.probe.a.a.g$4,1,16
com.jprofiler.agent.probe.a.a.j[ ],1,24
com.jprofiler.agent.probe.a.a.k[ ],1,24
com.jprofiler.agent.probe.a.a.n,1,72
com.jprofiler.agent.probe.a.ab[ ],1,24
com.jprofiler.agent.probe.a.ac,1,40
com.jprofiler.agent.probe.a.ac$1,1,24
com.jprofiler.agent.probe.a.ac$b,1,32
com.jprofiler.agent.probe.a.b,1,40
com.jprofiler.agent.probe.a.b$1,1,16
com.jprofiler.agent.probe.a.b$b,1,16
com.jprofiler.agent.probe.a.b.f,1,48
com.jprofiler.agent.probe.a.b.f$1,1,24
com.jprofiler.agent.probe.a.c.a,1,40
com.jprofiler.agent.probe.a.c.b,1,40
com.jprofiler.agent.probe.a.c.c,1,40
com.jprofiler.agent.probe.a.c.e,1,40
com.jprofiler.agent.probe.a.c.f,1,40
com.jprofiler.agent.probe.a.c.g,1,32
com.jprofiler.agent.probe.a.c.g$1,1,24
com.jprofiler.agent.probe.a.d.a,1,56
com.jprofiler.agent.probe.a.d.a$1,1,16
com.jprofiler.agent.probe.a.d.d$1,1,24
com.jprofiler.agent.probe.a.d.f[ ],1,32
com.jprofiler.agent.probe.a.d.g,1,56
com.jprofiler.agent.probe.a.d.g$1,1,24
com.jprofiler.agent.probe.a.e,1,40
com.jprofiler.agent.probe.a.g,1,48
com.jprofiler.agent.probe.a.g$1,1,24
com.jprofiler.agent.probe.a.g$2,1,32
com.jprofiler.agent.probe.a.i,1,56
com.jprofiler.agent.probe.a.i$1,1,24
com.jprofiler.agent.probe.a.j,1,48
com.jprofiler.agent.probe.a.k,1,80
com.jprofiler.agent.probe.a.k$1,1,16
com.jprofiler.agent.probe.a.k$2,1,16
com.jprofiler.agent.probe.a.k$4,1,16
com.jprofiler.agent.probe.a.l,1,56
com.jprofiler.agent.probe.a.o$1,1,24
com.jprofiler.agent.probe.a.q,1,48
com.jprofiler.agent.probe.a.q$1,1,24
com.jprofiler.agent.probe.a.s,1,40
com.jprofiler.agent.probe.a.v$1,1,24
com.jprofiler.agent.probe.a.y,1,56
com.jprofiler.agent.probe.a.y$1,1,16
com.jprofiler.agent.probe.a.y$2,1,24
com.jprofiler.agent.probe.a.z,1,64
com.jprofiler.agent.probe.a.z$1,1,24
com.jprofiler.agent.probe.a.z$d,1,16
com.jprofiler.agent.probe.c$1,1,16
com.jprofiler.agent.probe.c.a,1,40
com.jprofiler.agent.probe.c.a$1,1,16
com.jprofiler.agent.probe.d.l[ ],1,16
com.jprofiler.agent.probe.f.b,1,48
com.jprofiler.agent.probe.f.c,1,40
com.jprofiler.agent.probe.f.d,1,48
com.jprofiler.agent.probe.f.f,1,48
com.jprofiler.agent.probe.f.f$1,1,24
com.jprofiler.agent.probe.f.f$a,1,16
com.jprofiler.agent.probe.f.g,1,48
com.jprofiler.agent.probe.f.g$1,1,24
com.jprofiler.agent.probe.f.h,1,40
com.jprofiler.agent.probe.f.i,1,72
com.jprofiler.agent.probe.f.i$1,1,24
com.jprofiler.agent.probe.g.c$c,1,16
com.jprofiler.agent.probe.g.g$a,1,16
com.jprofiler.agent.probe.i.a$c,1,16
com.jprofiler.agent.probe.i.h[ ],1,32
com.jprofiler.agent.probe.i.j,1,16
com.jprofiler.agent.probe.k,1,16
com.jprofiler.agent.probe.n,1,24
com.jprofiler.agent.probe.q,1,24
com.jprofiler.agent.sampler.Sampler,1,368
com.jprofiler.agent.sampler.b,1,96
com.jprofiler.agent.util.ModuleHelper$a,1,16
com.jprofiler.agent.util.a.a.a.a$a,1,16
com.jprofiler.agent.util.a.a.a.a$b,1,16
com.jprofiler.agent.util.a.a.b.e$a,1,24
com.jprofiler.agent.util.a.a.b.e$a[ ],1,24
com.jprofiler.agent.util.a.a.b.h$1,1,16
com.jprofiler.agent.util.a.a.b.h$2,1,16
com.jprofiler.agent.util.a.a.b.h$3,1,16
com.jprofiler.agent.util.a.a.b.h$c$1,1,24
com.jprofiler.agent.util.a.a.b.h$c$2,1,24
com.jprofiler.agent.util.a.a.b.h$c$3,1,24
com.jprofiler.agent.util.a.a.b.h$c$4,1,24
com.jprofiler.agent.util.a.a.b.h$c$5,1,24
com.jprofiler.agent.util.a.a.b.h$c$6,1,24
com.jprofiler.agent.util.a.a.b.h$c$7,1,24
com.jprofiler.agent.util.a.a.b.h$c$8,1,24
com.jprofiler.agent.util.a.a.b.h$c[ ][ ],1,32
com.jprofiler.agent.util.a.a.b.h$e,1,16
com.jprofiler.agent.util.a.a.b.h$s$1,1,24
com.jprofiler.agent.util.a.a.b.h$s$2,1,24
com.jprofiler.agent.util.a.a.b.h$s$3,1,24
com.jprofiler.agent.util.a.a.b.h$s[ ],1,32
com.jprofiler.agent.util.a.b.a.c,1,16
com.jprofiler.agent.util.a.b.ac,1,64
com.jprofiler.agent.util.e,1,24
com.jprofiler.agent.util.f[ ],1,80
com.jprofiler.agent.util.v,1,16
com.jprofiler.agent.util.y,1,88
com.jprofiler.api.agent.ProbeObjectType[ ],1,32
com.sun.jmx.interceptor.DefaultMBeanServerInterceptor,1,40
com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1,1,16
com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport,1,24
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory,1,16
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings,1,48
com.sun.jmx.mbeanserver.DescriptorCache,1,16
com.sun.jmx.mbeanserver.JmxMBeanServer,1,40
com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder,1,16
com.sun.jmx.mbeanserver.MBeanInstantiator,1,16
com.sun.jmx.mbeanserver.MBeanServerDelegateImpl,1,40
com.sun.jmx.mbeanserver.MXBeanIntrospector,1,16
com.sun.jmx.mbeanserver.MXBeanLookup,1,24
com.sun.jmx.mbeanserver.Repository,1,32
com.sun.jmx.mbeanserver.SecureClassLoaderRepository,1,16
com.sun.jmx.mbeanserver.StandardMBeanIntrospector,1,16
com.sun.jmx.mbeanserver.StandardMBeanSupport,1,24
com.sun.jmx.remote.util.ClassLogger,1,24
com.sun.management.internal.DiagnosticCommandImpl,1,40
com.sun.management.internal.HotSpotDiagnostic,1,16
com.sun.management.internal.HotSpotThreadImpl,1,24
com.sun.management.internal.OperatingSystemImpl,1,24
com.sun.management.internal.PlatformMBeanProviderImpl,1,16
com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$14.0x00000001000d6698,1,16
com.sun.management.internal.PlatformMBeanProviderImpl$1,1,24
com.sun.management.internal.PlatformMBeanProviderImpl$2,1,24
com.sun.management.internal.PlatformMBeanProviderImpl$3,1,24
com.sun.management.internal.PlatformMBeanProviderImpl$4,1,24
com.sun.management.internal.PlatformMBeanProviderImpl$5,1,24
com.sun.naming.internal.VersionHelper,1,16
com.sun.naming.internal.VersionHelper$$Lambda$105.0x00000001001f5c38,1,16
com.sun.naming.internal.VersionHelper$$Lambda$107.0x00000001001f7140,1,16
com.sun.naming.internal.VersionHelper$$Lambda$108.0x00000001001f7358,1,16
com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration,1,24
com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl,1,200
com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl,1,352
com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver,1,24
com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$DTDDriver,1,16
com.sun.org.apache.xerces.internal.impl.XMLEntityManager,1,152
com.sun.org.apache.xerces.internal.impl.XMLEntityScanner,1,64
com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1,1,40
com.sun.org.apache.xerces.internal.impl.XMLErrorReporter,1,40
com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl,1,360
com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver,1,24
com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType[ ],1,56
com.sun.org.apache.xerces.internal.impl.XMLVersionDetector,1,40
com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammar,1,272
com.sun.org.apache.xerces.internal.impl.dtd.XMLContentSpec,1,24
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor,1,96
com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator,1,176
com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator,1,176
com.sun.org.apache.xerces.internal.impl.dtd.models.ContentModelValidator[ ],1,1040
com.sun.org.apache.xerces.internal.impl.dtd.models.ContentModelValidator[ ][ ],1,32
com.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator[ ],1,1040
com.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator[ ][ ],1,32
com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl,1,16
com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator,1,16
com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator,1,16
com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator,1,16
com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator,1,16
com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator,1,16
com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter,1,24
com.sun.org.apache.xerces.internal.impl.validation.ValidationManager,1,24
com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl,1,56
com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser,1,120
com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy,1,16
com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy,1,24
com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration,1,192
com.sun.org.apache.xerces.internal.util.EntityResolver2Wrapper,1,16
com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper,1,16
com.sun.org.apache.xerces.internal.util.NamespaceSupport,1,32
com.sun.org.apache.xerces.internal.util.Status[ ],1,40
com.sun.org.apache.xerces.internal.util.SymbolTable,1,40
com.sun.org.apache.xerces.internal.util.SymbolTable$Entry[ ],1,424
com.sun.org.apache.xerces.internal.util.XMLAttributesImpl,1,48
com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer,1,40
com.sun.org.apache.xerces.internal.utils.XMLSecurityManager,1,40
com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit[ ],1,56
com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap[ ],1,32
com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager,1,24
com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property[ ],1,24
com.sun.proxy.$Proxy2,1,16
com.sun.xml.internal.stream.XMLEntityStorage,1,40
java.beans.EventSetDescriptor[ ],1,16
java.beans.Introspector$1,1,16
java.io.CharArrayWriter,1,32
java.io.File$PathStatus[ ],1,24
java.io.FileDescriptor$1,1,16
java.io.FilePermission$1,1,16
java.io.ObjectInputFilter$Config$$Lambda$124.0x000000010023d8a8,1,16
java.io.ObjectInputFilter$Config$$Lambda$125.0x000000010023dcb8,1,16
java.io.ObjectInputStream$$Lambda$122.0x000000010023bf18,1,16
java.io.ObjectInputStream$$Lambda$123.0x000000010023c328,1,16
java.io.RandomAccessFile$2,1,16
java.io.WinNTFileSystem,1,32
java.lang.ApplicationShutdownHooks$1,1,16
java.lang.ArithmeticException,1,40
java.lang.CharacterData00,1,16
java.lang.CharacterDataLatin1,1,16
java.lang.Class$$Lambda$75.0x000000010018ad90,1,16
java.lang.ClassValue$Entry[ ],1,24
java.lang.ClassValue$Identity,1,16
java.lang.ClassValue$Version,1,24
java.lang.Double,1,24
java.lang.Float,1,16
java.lang.InheritableThreadLocal,1,16
java.lang.Long[ ],1,1040
java.lang.Module$$Lambda$1.0x0000000100051160,1,16
java.lang.NullPointerException,1,48
java.lang.OutOfMemoryError[ ],1,32
java.lang.Runnable[ ],1,56
java.lang.Runtime,1,16
java.lang.String$CaseInsensitiveComparator,1,16
java.lang.StringCoding$1,1,16
java.lang.StringCoding$StringDecoder,1,32
java.lang.String[ ][ ][ ],1,32
java.lang.System$2,1,16
java.lang.System$LoggerFinder$$Lambda$59.0x00000001001619c0,1,16
java.lang.Terminator$1,1,16
java.lang.Thread$State[ ],1,40
java.lang.ThreadGroup[ ],1,32
java.lang.Throwable[ ],1,16
java.lang.constant.ClassDesc[ ],1,16
java.lang.invoke.BoundMethodHandle$Specializer,1,56
java.lang.invoke.BoundMethodHandle$Specializer$Factory,1,48
java.lang.invoke.BoundMethodHandle$Species_LLLLL,1,48
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL,1,72
